category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound50.yml	True	true	815.600857828	92.479488	true	834.720362588	90.529792	true	803.046067887	88.031232
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound20.yml	True	true	17.075099805	51.073024	true	19.048435757	55.263232	true	18.871959393	55.840768
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound5.yml	True	true	0.655209594	36.352	true	0.755696538	36.237312	true	0.806861208	36.732928
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound100.yml	True	TIMEOUT	900.984169662	83.423232	TIMEOUT	900.95080215	83.931136	TIMEOUT	900.988496566	92.082176
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound10.yml	True	true	1.775418983	40.87808	true	2.219915039	40.890368	true	2.207394952	41.443328
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound2.yml	True	true	0.229126047	33.419264	true	0.223386796	33.427456	true	0.303790573	34.091008
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_unwindbound1.yml	True	true	0.276092447	33.779712	true	0.234596054	33.767424	true	0.311080615	34.598912
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound1.yml	True	true	0.225752814	33.23904	true	0.202325835	33.23904	true	0.261810412	34.103296
ReachSafety-Recursive	recursified_nla-digbench	recursified_divbin.yml	False	false(unreach-call)	5.98615731	38.014976	false(unreach-call)	5.915791074	38.866944	false(unreach-call)	6.021704847	39.268352
ReachSafety-Recursive	recursified_nla-digbench	recursified_dijkstra-u.yml	True	TIMEOUT	901.016497573	391.299072	TIMEOUT	901.012368904	377.2416	TIMEOUT	901.01806768	353.841152
ReachSafety-Recursive	recursified_nla-digbench	recursified_divbin2.yml	True	TIMEOUT	900.985902943	89.452544	TIMEOUT	900.98616304	84.979712	TIMEOUT	900.983489819	85.327872
ReachSafety-Recursive	recursified_nla-digbench	recursified_knuth.yml	True	TIMEOUT	900.945414935	116.404224	TIMEOUT	901.00488889	117.075968	TIMEOUT	900.93093316	117.57568
