category	sub category	Benchmark	CTRL	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)	status	cputime(s)	memory(MB)
ReachSafety-Loops	nla-digbench-scaling	divbin_unwindbound2.yml	True	true	0.229113424	33.44384	true	0.216407963	33.435648	true	0.274745313	34.156544
ReachSafety-Loops	nla-digbench-scaling	divbin_unwindbound5.yml	True	true	9.407517777	39.579648	true	9.612087986	38.535168	true	9.679284643	40.173568
ReachSafety-Loops	nla-digbench-scaling	divbin_unwindbound1.yml	True	true	0.218615422	33.366016	true	0.223628378	33.357824	true	0.261042929	34.209792
ReachSafety-Loops	nla-digbench-scaling	divbin2_valuebound1.yml	True	true	0.22643032	33.42336	true	0.183236062	33.435648	true	0.267495837	34.07872
ReachSafety-Loops	nla-digbench-scaling	divbin2_valuebound2.yml	True	true	0.204474055	33.325056	true	0.204160924	33.353728	true	0.271438095	34.18112
ReachSafety-Loops	nla-digbench-scaling	divbin_unwindbound100.yml	False	false(unreach-call)	4.44195426	37.142528	false(unreach-call)	4.425839265	37.199872	false(unreach-call)	4.52373467	37.695488
ReachSafety-Loops	nla-digbench-scaling	divbin_unwindbound10.yml	False	false(unreach-call)	4.801478346	36.786176	false(unreach-call)	4.767837128	36.859904	false(unreach-call)	4.789853994	37.515264
ReachSafety-Loops	nla-digbench-scaling	knuth_unwindbound10.yml	True	TIMEOUT	900.969769988	108.478464	TIMEOUT	900.97854309	117.673984	TIMEOUT	900.994491147	114.802688
ReachSafety-Loops	nla-digbench-scaling	divbin_unwindbound50.yml	False	false(unreach-call)	4.486330629	37.1712	false(unreach-call)	4.439548196	37.195776	false(unreach-call)	4.484274096	37.675008
ReachSafety-Loops	nla-digbench-scaling	knuth_unwindbound50.yml	True	TIMEOUT	900.993691034	109.379584	TIMEOUT	901.014997259	115.523584	TIMEOUT	900.996178664	111.054848
ReachSafety-Loops	nla-digbench-scaling	knuth_unwindbound1.yml	True	TIMEOUT	900.953918816	112.816128	TIMEOUT	900.95750564	117.82144	TIMEOUT	900.948217915	115.208192
ReachSafety-Loops	nla-digbench-scaling	knuth_unwindbound20.yml	True	TIMEOUT	900.994143736	113.37728	TIMEOUT	901.003501185	118.444032	TIMEOUT	900.999826507	118.317056
ReachSafety-Loops	nla-digbench-scaling	knuth_unwindbound2.yml	True	TIMEOUT	900.950617692	116.396032	TIMEOUT	900.935663852	113.7664	TIMEOUT	900.998522901	118.534144
ReachSafety-Loops	nla-digbench-scaling	knuth_unwindbound5.yml	True	TIMEOUT	900.995275163	111.63648	TIMEOUT	901.009207963	122.384384	TIMEOUT	900.946788943	113.307648
ReachSafety-Loops	nla-digbench-scaling	knuth_unwindbound100.yml	True	TIMEOUT	900.999475245	120.180736	TIMEOUT	900.996721432	113.631232	TIMEOUT	900.995768547	123.817984
ReachSafety-Loops	nla-digbench-scaling	knuth_valuebound5.yml	True	true	1.702812543	45.694976	true	1.760478389	45.69088	true	1.713604193	46.768128
ReachSafety-Loops	nla-digbench-scaling	knuth_valuebound100.yml	True	true	66.376474823	91.136	true	65.37069061	90.865664	true	64.983822058	93.331456
ReachSafety-Loops	nla-digbench-scaling	knuth_valuebound20.yml	True	true	10.239972412	68.1984	true	9.274578364	67.674112	true	9.120097062	68.542464
ReachSafety-Loops	nla-digbench-scaling	knuth_valuebound50.yml	True	true	29.86693767	86.4256	true	29.839947572	88.592384	true	29.460129238	86.769664
ReachSafety-Loops	nla-digbench-scaling	knuth_valuebound1.yml	True	true	0.24467244	34.320384	true	0.284531463	34.304	true	0.318594354	34.848768
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_valuebound100.yml	True	true	17.415741501	112.521216	true	18.310697163	112.467968	true	17.814939772	113.115136
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_valuebound50.yml	True	true	18.62762333	113.07008	true	18.5921612	113.061888	true	18.835109626	113.64352
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_valuebound20.yml	True	true	14.802571691	113.799168	true	14.467200629	113.78688	true	14.941059443	114.290688
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_valuebound10.yml	True	true	2.148680168	58.75712	true	2.127678359	58.806272	true	2.182627006	59.277312
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_valuebound5.yml	True	true	1.94891724	58.806272	true	2.032891013	58.79808	true	2.019422601	59.244544
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_unwindbound50.yml	False	TIMEOUT	901.079175052	425.234432	TIMEOUT	901.088903488	454.070272	TIMEOUT	901.153799274	448.802816
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_unwindbound20.yml	False	TIMEOUT	901.081414642	436.342784	TIMEOUT	901.081068639	431.624192	TIMEOUT	901.036036069	400.060416
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_unwindbound10.yml	False	false(unreach-call)	54.361687342	191.954944	false(unreach-call)	55.112172984	190.496768	false(unreach-call)	54.36027285	192.999424
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_unwindbound100.yml	False	TIMEOUT	901.017086283	426.696704	TIMEOUT	901.002863	453.500928	TIMEOUT	901.091683231	423.6288
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_unwindbound5.yml	False	false(unreach-call)	12.1833001	113.709056	false(unreach-call)	12.021611	113.627136	false(unreach-call)	12.480891755	114.130944
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_valuebound2.yml	True	true	0.990422979	58.765312	true	1.027393677	58.843136	true	1.128988101	59.2896
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_valuebound1.yml	True	true	0.992276093	58.75712	true	0.988958845	58.814464	true	0.976646096	59.2896
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_unwindbound2.yml	True	true	1.294701111	51.556352	true	1.291985456	51.662848	true	1.434447498	52.170752
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound50.yml	True	true	811.287045047	92.491776	true	817.127382857	90.779648	true	820.577277387	88.63744
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound20.yml	True	true	16.871143026	51.126272	true	19.055033232	55.300096	true	19.107947902	55.72608
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound5.yml	True	true	0.61231814	36.360192	true	0.739832079	36.253696	true	0.766896627	36.859904
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound100.yml	True	TIMEOUT	900.998085756	83.361792	TIMEOUT	900.999575256	93.384704	TIMEOUT	901.001451333	84.819968
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound10.yml	True	true	1.7448187	40.873984	true	2.216156665	40.927232	true	2.155516718	41.459712
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound2.yml	True	true	0.209452815	33.435648	true	0.197197419	33.427456	true	0.300883865	34.168832
ReachSafety-Loops	nla-digbench-scaling	dijkstra-u_unwindbound1.yml	True	true	0.189297485	33.783808	true	0.212379927	33.755136	true	0.264361392	34.586624
ReachSafety-Loops	nla-digbench-scaling	divbin2_unwindbound1.yml	True	true	0.221149963	33.23904	true	0.245459776	33.34144	true	0.247345435	34.164736
ReachSafety-Recursive	recursified_nla-digbench	recursified_divbin.yml	False	false(unreach-call)	5.970916004	38.01088	false(unreach-call)	5.782667034	38.002688	false(unreach-call)	5.842244176	38.633472
ReachSafety-Recursive	recursified_nla-digbench	recursified_dijkstra-u.yml	True	TIMEOUT	901.01682867	391.266304	TIMEOUT	900.998329241	360.40704	TIMEOUT	901.024778571	386.502656
ReachSafety-Recursive	recursified_nla-digbench	recursified_divbin2.yml	True	TIMEOUT	901.001393563	89.51808	TIMEOUT	900.989895297	79.028224	TIMEOUT	900.995444406	87.576576
ReachSafety-Recursive	recursified_nla-digbench	recursified_knuth.yml	True	TIMEOUT	900.944622619	116.338688	TIMEOUT	901.004773015	113.37728	TIMEOUT	900.949335409	116.805632
